full_text,Anger,Anticipation,Disgust,fear,joy,optimism,pessimism,sad,surprise,trust,neutral,ProG,AntiG,opinion
". @capt_amarinder will impose power bills after Lok Sabha poll. Don't trust him even if he denies it on oath. He is in the habit of taking oaths &amp; breaking them. S. @officeofssbadal at Talwandi Bhai 
#LokSabhaElections #Ferozepur #RajNahiSewa https://t.co/ICyvQlvz4p",1,0,1,0,0,0,1,1,0,0,0,0,0,0
"PM Shri @narendramodi delivered justice to Sikhs by sending Sajjan Kumar to jail for the massacre of Sikhs: S. @officeofssbadal at Talwandi Bhai 
#Ferozepur #Punjab #LokSabhaElections2019 #RajNahiSewa https://t.co/dQHtM5bmbc",0,0,0,0,1,1,0,0,0,0,0,1,0,0
"On March 16, 2012, the entire nation celebrated 100th century  of Master Blaster @sachin_rt.

On 6th May, 2019 let #Rajasthan cheer for the biggest festival of #Democracy ~ #LokSabhaElections2019. 

Do come &amp; #Vote

@CeoRajasthan @DIPRRajasthan
#VoteKar #à¤†à¤ªà¤£à¥‹à¤µà¥‹à¤Ÿà¤†à¤ªà¤£à¥€à¤†à¤µà¤¾à¤œ https://t.co/B0aIUNgEHX",0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ðŸ—³ THREAD

Everything you need to know about voting in #Elections2019 - our most important election since the dawn of democracy!

Remember, you can check where you are registered at https://t.co/RKwTXxdjGi https://t.co/jDk68pP6Gw",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#LokSabhaElections2019 
This is a new India which will strike terrorists in their den, PM @narendramodi said in an election rally.
https://t.co/0UCIbhw4bo",1,0,0,0,0,1,0,0,0,0,0,1,0,0
"Today is not a holiday, youâ€™ve been given a day off to go and vote. Please use your rights and vote for the progress of your country. #IshaKoppikar #jaihind #electionday #vote #incredibleindia #loksabhaelections2019 #VoteBecauseYouCan https://t.co/AROHEfKj3r",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Kashi - the civlizational seat has a civlizational warrior represent it.

The symbolism is far beyond the Ganga arti that ""seculars"" are fuming over. 

#LokSabhaElections2019 https://t.co/HA1psqvtoB",1,0,1,0,0,0,1,0,0,0,0,0,0,0
This is what's called projecting your unreal expectation on others. I would argue Congress learned from AK's frightfully foolhardy stupidity. There is no valour in defeat. (Why do you think RG chose Wayanad?) The can is best carried by someone else. #LokSabhaElections2019 https://t.co/5UVn8l51Ou,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"BJP National Spokesperson, Dr. @sambitswaraj Ji will address a press conference today 30April, 12:45PM @BJP4India HQ, 6A Deendayal Upadhyay Marg, New Delhi. Kindly cover. #LokSabhaElections2019 #PhirEkBaarModiSarkaar",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#IndiaElects Watch exclusive interview with @PMOIndia @narendramodi this evening at 7 pm on @aajtak @IndiaToday Job losses, unemployment, agrarian distress, doubling farm income, black money, demo, Rafale, Sadhvi Pragiya, disinvestment and a lot more. No question unasked. https://t.co/ABmY2UGnsc",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"After violence in phase 4, #ElectionCommission says central forces to be deployed at 100% polling booths in #WestBengal | Follow #LokSabhaEelctions2019 news updates and analysis with us here https://t.co/j1VuzkbDMO https://t.co/eoGuzWAF7T",1,0,0,0,0,0,1,1,0,0,0,0,0,0
"#LokSabhaElections2019 |â€‰Navjot Sidhu (@sherryontopp) invites PMâ€‰Modi to debate, says would quit politics if he fails

https://t.co/Y0JThoXSyF

#ElectionsWithHT
#Elections2019 https://t.co/8Ish4NwxIN",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#ElectionsWithNews18 | Youth will vote for nationalism &amp; everyone will vote  for @narendramodi, says a Dausa (Rajasthan) resident. Seconding his views another says, Modi gave the Forces a freehand, 5 years ago we had govt of puppets.
 
Watch #ElectionEpicentre with @maryashakil https://t.co/BCQhmwPeCS",1,0,1,0,0,0,0,0,0,0,0,1,1,1
"The Congress party has been campaigning on NYAY, jobs, education &amp; issues that really matter. @RahulGandhi ji &amp; @priyankagandhi ji talk about development, while PM #Modi only talks about religion &amp; polarisation.

@ndtv #VotingRound4 #Phase4",0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Democracy in West Bengal is under attack by @AITCofficial goons! 

Violence, rigging, threatening BJP supporters &amp; fake voting; Mamata Banerjee's goons hav disgraced the land of Vivekananda, Tagore &amp; Aurobindo, &amp; thrown the state into chaos. 
Shame!!
#Phase4 #VoteKar #IndiaVotes https://t.co/BQx4i32PlN",1,0,1,1,0,0,1,1,0,0,0,0,0,0
"This turnout for #ModiRally at Ranaghat in #WestBengal tells a story. Before 'Poriborton' (Change), TMC had coined the slogan 'Ulte Dao, Palte Dao' (Turn it Upside Down). That didn't work for TMC. Seems to be working for BJP. Will crowds turn into votes? #LokSabhaElections2019 https://t.co/LN1QcWBzTg",0,1,0,0,0,0,0,0,1,0,0,1,0,0
"Chhota â€œCompassionateâ€ Demo from Phase I: 
1 Ali/Bajrang Bali 
2 â€˜Inclusiveâ€™ Maneka Gandhi refusing to serve Muslim constituents
3 NRC for people of â€œUnIndianâ€ faiths
4 Shahâ€™s dog-whistle that Bengal cm wants to â€œimpose Urduâ€ in all of Bengal https://t.co/yVFXuf2ljI",0,1,1,1,0,0,1,0,0,0,0,0,0,0
#ElectionAlert â€“ @BJP4India delegation at Election Commissionâ€™s door over Asansol violence. BJP leaders @SuPriyoBabul and @MukulR_Official at ECâ€™s door. #ElectionsWithNews18 #BattleOf2019 | @prema_rajaram with more details https://t.co/x1St5Z4U4x,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BJP candidate from Asansol @SuPriyoBabul talks to India Today about violence in West Bengal during #VotingRound4 of #LokSabhaElection2019. He claims TMC resorted to violence with complete support of administration. 
#NewsToday @sardesairajdeep
More videos https://t.co/NounxnP7mg https://t.co/pRYUGZmJji",1,0,1,0,0,0,1,0,0,0,0,0,0,0
"Iâ€™m voting in Delhi in May.. but I hope everyone whose voting day is today is Out there exercising this right, this responsibility and getting inked!!! ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ #GoVote",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"A SWEEP activity is performed by @delhi_dc in Tagore International School. Message for vote appeal is made by students by standing in a particular formation.
#NoVoterToBeLeftBehind #LokSabhaElections2019 #DeshKaMahaTyohar https://t.co/Z72R8UoH7a",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"#Election2019 The final #eNCATownHallDebate with @vuyo_mvoko and @danmoyane at the Orlando East Communal hall at 7pm on Thursday, May 2. Live on #DStv403 and streaming on https://t.co/srSwp4H5Hm. The #MomentOfTruth is here. https://t.co/bkgIk8Ey8c",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The first public appearance of Naresh Goyal post the @JetAirways suspension. Naresh Goyal comes to vote as the fate of 16,000 employees hang in balance. @Uttkarsh311090 confronts Naresh Goyal. Listen in.
#LokSabhaElections2019 #Battle2019 #Phase4 #JetCrisis https://t.co/0t1iURAPmN",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"When @AamAadmiParty was formed, we all believed it could turn around political discourse in India. But its been such fall from grace, especially @ArvindKejriwal. I hope for nothing but complete decimation of this political party. #IndiaElects #AAPkaManifesto #2019Elections",0,0,1,0,0,0,1,1,0,0,0,0,0,0
"So many questions...

How seriously does the Liberal Party screen candidates? 

Does it take the same approach to government?

#Election2019 #ausvotes #ausvotes19 #ausecon #auspol HT @vanbadham https://t.co/fseD7GwNi3",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"@1stIndiaNews @ashokgehlot51 @INCRajasthan @INCIndia @JyotiINC13 1) Vaibhav Gehlot in trouble

2) Pappa Ashok Gehlot blames Social Media for misleading the youth 

https://t.co/daAbU3nJUD",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Exercise your right to vote and select your own future!! I have done my duty have you? .
@imdebina .
#vote #votekar #elections #elections2019 #righttovote #phase4 https://t.co/qpPpa59xN6",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"One sixth of  India 
votes today -for Progress, Equality, Secularism and #NYAY.Time for change is now. Every vote counts. Cast your vote to make your contribution in building the kind of India you want.
@RahulGandhi @INCIndia
#VoteforIndia #VoteforCongress #VoteKar",0,1,0,0,0,1,0,0,0,0,0,0,0,0
VOTE!!! Because itâ€™s the most empowering thing you can do as a citizen. It our fundamental right and responsibility ðŸ‡®ðŸ‡³ #JaiHind #VoteIndia #LokSabha2019 https://t.co/51OW4wifQO,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Rubbish, whole India knows Rahul Gandhi was born here: Priyanka Gandhi on #RahulCitizenship row
Track #LokSabhaElections2019 #LIVE updates here https://t.co/Kz9620rkcj https://t.co/jKjhdXX6yu",1,0,1,0,0,0,1,0,0,0,0,0,0,1
"""Big expose on systematic rigging in Asansol Bengal"". 111 votersâ€™ names alleged to be removed selectively from the voters list! Watch
@pradip103
 #SuperExclusive #JanKiBaatOnElections2019 
#PradeepAnalysis #LokSabhaElections2019 https://t.co/lM0qAEp0M7",1,0,1,0,0,0,1,1,0,0,0,0,0,0
Do watch. My interview with #TejBahadur just before he met the returning officer in Varanasi. Full version available on Airtel TV and @editorji apps. https://t.co/tlKWdEbINK,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I am grateful to the people who joined me at the Ekam palace, Nabha today. The enthusiasm among the supporters is a clear evidence of the fact that the @INCIndia party will be voted to power with a clear mandate in upcoming elections. #LokSabhaElections2019 https://t.co/IeuKyf1X9v",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"I am grateful to all who joined me today at Manav Resort, Dulari for a public meeting. I made my dear citizens aware of the Nyay scheme and how the idea of public welfare lies at the heart of the NYAY scheme promised in the manifesto of the Congress party.#LokSabhaElections2019 https://t.co/lLbFID2Bac",0,1,0,0,0,1,0,0,0,0,0,0,0,1
"Flagged off a bike rally from Khanapara supporting @BJP4India candidate from Gauhati Lok Sabha constituency Smt. @oja_queen for
#LokSabhaElections2019.

Today's massive participation resonates the clarion call of #IndiaBoleNaMoPhirSe. https://t.co/U2Q7fbGVJL",0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Turnout in Mumbai struggling to cross 60 per cent; a city that complains the most seems to vote the least! Guess Monday is a bad day for Mumbai to be polling: long weekend too tempting for our Mumbaikars! Next time potholes return and the drainage fails, dont crib! #IndiaElects",1,0,1,0,0,0,1,1,0,0,0,0,0,0
"A reminder - you can watch this and the whole #TwitterDialogues series, together with personalised newscasts and our daily election shows on the @editorji app. Get it now at https://t.co/wLPDlvFyaa. https://t.co/7iK0RNU4o7",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#LokSabhaelections2019
EC has said that the entire process will be recorded on video and will be carried out in the presence of all the candidates.
https://t.co/lPZmYwVFkE",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Waah ECI is prompt in issuing notices to a patriotic BSF jawan but has only being playing ping pong with my complaint against #SadhviPragya ji made on 17th &amp; 23rd of April . 
What shameless people ! Atleast appear to be neutral.
@ECISVEEP 
@SpokespersonECI https://t.co/ZpkeGYOtOC",1,0,1,0,0,0,1,1,0,0,0,0,0,0
"Nationally acclaimed artist #Rasta popped in to draw @ntandose_n while she unpacked her party's manifesto #Elections2019 

Catch our #ChooseOrLose special on Friday 3rd May at 19:00pm CH 322 https://t.co/5NmF8lF6OB",0,0,0,0,0,0,0,0,0,0,1,0,0,0
You want to know what is the difference between Bjp &amp; other parties. No other party would be as toxic as to field a terror accused https://t.co/xlXJ5mCMjK,1,0,1,0,0,0,1,1,0,0,0,0,1,0
"Weâ€™re back with #MyStoryMatters
Stories that speak of voter's grit &amp; determination to #GoVote
Post a story in 280 characters, be it your true story or that of someone you know
Use #MyStoryMatters
Get a chance to feature on @ECISVEEP's Twitter profile
&amp; win some goodies from #ECI https://t.co/McbFa2l58z",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"It was all your love @Akali_Dal_ soldiers that #Bathinda today appeared bathed in Kesari colours. Standing in an open jeep with @officeofssbadal ji, this #nimaanisewadar could notice all enthusiastic cheers &amp; waving of flags accompanied by the traditional Jaikaaras #Elections2019 https://t.co/sGbECVghVR",0,1,0,0,1,1,0,0,0,0,0,0,0,1
"After paying obeisance at Sachkhand Sri Harmandir Sahib in the morning, @officeofssbadal filed his nomination papers for #LoksabhaElection from #Ferozepur. I request everyone to vote &amp; support him for the all round development of the constituency.
#raajnahisewa #Elections2019 https://t.co/TamgHpBfNS",0,1,0,0,0,1,0,0,0,0,0,0,0,1
Also thank all @INCKarnataka volunteers who gave their best to ensure the victory of Congress - JD(S) alliance candidates. Their hard work &amp; dedication for the party always inspire us to fight the communal forces with the strongest conviction. https://t.co/q6mlfJ4eyl,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"With the completion of 2nd phase of polling in 14 Loksabha constituencies yesterday,Karnataka has successfully accomplished #LokSabhaElections2019.On this occasion I cordially thank all the voters for turning up in huge numbers &amp; peacefully participating in festival of democracy",0,0,0,0,1,1,0,0,0,1,0,0,0,0
"#Decision2019 | Stating that she has â€œno worriesâ€, she said, â€œIf one party worker leaves, I will create 1 lakh more workers. For this reason (Modiâ€™s speech), his candidature must be cancelled.â€ #LokSabhaElections2019

https://t.co/CaON0YSif1",1,0,1,0,0,0,1,1,0,0,0,0,0,0
"I understand Maharaja @capt_amarinder you can't brave this scorching heat but at least you can direct your officials to streamline this wheat procurement &amp; lifting process.
#kisanpareshan #CMsleeping #wakeupcaptain #LokSabhaElections2019 #wheat #nimaanisewadar #budhlada https://t.co/vFdlGvP8fV",0,1,0,0,0,1,0,1,0,1,0,0,0,1
"@Dr_Uditraj Congress releases list of star campaigners for #LokSabhaElections2019 to be held on May 19 in Punjab &amp; Chandigarh.

#ElectionsWithNewsNation

READ full story:
https://t.co/9NdrIVmBAF https://t.co/N8Hzo4Npgg",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"My Mother's strong will power &amp; call of duty overcame her ill-health &amp;gave her strength to vote. 
Daughter of freedom fighter, her role model is Indiraji. She believes hatred &amp; divisiveness have no place in India, for whose freedom thousands sacrificed their lives.
#VoteForChange https://t.co/6dzIPobLvt",0,0,0,0,0,1,0,1,0,0,0,0,0,0
#ElectionAlert -- @rashtrapatibhvn came to me with his bio data asking me to request the party leadership to give him some position in the party. I requested and he was made the Governor first and then President. BJP needs Dalit leaders but only who stay deaf &amp; dumb: @Dr_Uditraj https://t.co/EErBqN5KAX,0,1,0,0,1,0,1,0,0,0,0,0,1,1
"The  #ElectionCommission has slapped itself on its face by endorsing the hate speeches of PM Modi. Now, let us hope the Supreme Court intervenes and restores the sanctity of elections. The country today misses TN Seshan. 

https://t.co/JMYETUnuZ5",1,0,1,0,0,0,1,1,0,0,0,0,1,0
"#uppolice
Sp à¤šà¤¿à¤¤à¥à¤°à¤•à¥‚à¤Ÿ à¤¶à¥à¤°à¥€ @MkjUpstf à¤•à¥‡ à¤¨à¤¿à¤°à¥à¤¦à¥‡à¤¶à¤¨ à¤®à¥‡à¤‚ @chitrakootpol à¤¨à¥‡ #LokSabhaElections2019 à¤•à¥‡ à¤²à¤¿à¤¯à¥‡ à¤œà¤¨à¤ªà¤¦ à¤•à¥‹ à¤†à¤¬à¤‚à¤Ÿà¤¿à¤¤ #cpmf à¤¬à¤² à¤•à¤¾ à¤‰à¤ªà¤¹à¤¾à¤° à¤¦à¥‡à¤•à¤° à¤•à¤¿à¤¯à¤¾ à¤—à¤¯à¤¾ à¤¸à¥à¤µà¤¾à¤—à¤¤ à¥¤
@Uppolice @News18UP @ADGZonPrayagraj @digchitrakoot @_NationalVoice @AmarUjalaNews @JagranNews https://t.co/6Z8LmlNV9y",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campaign rolls on  Jhargram LS Constituency in support of LF nominated CPIM candidate Comrade Deblina Hembram. Comrade @mishra_surjya  was also present. Defeat BJP-TMC, elect Left and ensure Secular Govt at the Centre. 
#Vote4Left  #LokSabhaElection2019 https://t.co/Robv16zcqB",0,0,1,0,0,0,1,0,0,1,0,0,1,0
"Before knowing about the politics of #Amethi, know about the ground issues from the people of the constituency. 
#LokSabhaElections2019
Watch #ElectionExpress19 live with @Ankit_Tyagi01: https://t.co/4fqxBVUizL https://t.co/v395IZciED",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"I always had a doubt about JDS - Congress vote transfer. Now a JDS minister from Mysore, GT Deve Gowda confirms that. Says many JDS workers voted for BJP. #LokSabhaElections2019",0,0,1,0,0,0,1,0,0,0,0,1,0,0
"VIDEO: 'à¤µà¤‚à¤¦à¥‡ à¤®à¤¾à¤¤à¤°à¤®à¥' à¤•à¤¾ à¤¨à¤¾à¤°à¤¾ à¤²à¤—à¤¾à¤¨à¥‡ à¤®à¥‡à¤‚ CM à¤¨à¥€à¤¤à¥€à¤¶ à¤•à¥à¤®à¤¾à¤° à¤•à¥à¤¯à¥‹à¤‚ à¤¨à¤¹à¥€à¤‚ à¤¹à¥à¤ à¤¶à¤¾à¤®à¤¿à¤²?

https://t.co/OwstEQJQ6L

#LokSabhaElections2019 #LokSabhaPolls2019 #GeneralElections2019 #NarendraModi #NitishKumar #VandeMataram",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Former MP CM &amp; @INCIndia Bhopal Candidate @digvijaya_28 accuses @BJP4India of trying to sabotage his election campaign. Catch #CNBCTV18Exclusive interview with @Parikshitl on #ElectionCaravan at 6 pm

#LokSabhaElection2019 https://t.co/voD3xnqkWL",1,0,1,0,0,0,1,0,0,0,0,0,1,0
I always say that. Kejriwalâ€™s achievements are ignored by the media and denigrated by the political Opposition. So we do not hear enough about them. https://t.co/rdWAkwkl40,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"This woman is drunk. See how she slurs. Apart from being a entitled, arrogant moron of course!! And she is @MamataOfficialâ€™s star candidate!! https://t.co/PkdpsTOMvA",1,0,1,0,0,0,1,1,0,0,0,0,0,1
"#ElectionsWithHT | I felt the pain of every poor man: PM @narendramodi in Ambedkar Nagar, Uttar Pradesh 

Follow LIVE updates: https://t.co/XG05HIhj1q

#LokSabhaElections2019 https://t.co/sgrFCpGxFa",0,0,0,0,0,1,0,1,0,1,0,1,0,0
